Name	Country	Gender	Date of Birth	Time in Space (days)	Time in Space (s)	EVA Time (s)	Number of Launches	Number of EVAs	First Launch	Time dilation (s)	Age at first launch (yr)	Qualifications	Missions	Longest single trip (days)	Total distance covered (km)	EVA (hh:mm)	Type	Filename	In space as of	Twitter
MOSOLOV, Vladimir Yemeliyanovich	URS	Male	1944-02-21	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	MOSOLOV_VY.md		
MUKAI, Chiaki	JPN	Female	1952-05-06	23.65	2043627	0	2	0	1994-07-08T16:43:01Z	0.000737	42		STS-65;STS-95	14.75	16451197	00:00	international	MUKAI_C.md		
MUKHORTOV, Pavel Petrovich	URS	Male	1966-03-11	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	MUKHORTOV_PP.md		
MULLANE, Richard M.	USA	Male	1945-09-10	14.85	1282806	0	3	0	1984-08-30T12:41:50Z	0.000462	38	BSc in military engineering;MSc in aeronautical engineering	STS-41-D;STS-27;STS-36	6.04	10326588	00:00	astronaut	MULLANE_RM.md		
MUSABAYEV, Talgat Amangeldyevich	URS	Male	1951-01-07	341.41	29497729	148920	3	7	1994-07-01T12:24:50Z	0.010634	43		Soyuz TM-19;Soyuz TM-27;Soyuz TM-32;Soyuz TM-31	207.54	237456718	41:22	cosmonaut	MUSABAYEV_TA.md		
MUSGRAVE, Story	USA	Male	1935-08-19	17.97	1552557	94320	3	4	1983-04-04T18:30Z	0.000560	47	BA in chemistry;BSc in mathematics and statistics;MSc in physiology and biophysics;MA in literature;Doctor of Medicine	STS-6;STS-51-F;STS-33	7.95	12498083	26:12	astronaut	MUSGRAVE_S.md		
MUSZAPHAR, Sheikh	MYS	Male	1972-07-26	10.88	940461	0	1	0	2007-10-10T13:22:39Z	0.000339	35		Soyuz TMA-11;Soyuz TMA-10	10.88	7570711	00:00	international	MUSZAPHAR_S.md		
NAGEL, Steven R.	USA	Male	1946-10-27	30.07	2597850	0	4	0	1985-06-17T11:33Z	0.000937	38	BSc in aerospace engineering;MSc in mechanical engineering	STS-51-G;STS-61-A;STS-37;STS-55	9.99	20912692	00:00	astronaut	NAGEL_SR.md		
NAIR, Paramaswaren Radhakrishnan	IND	Male	1943-10-10	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	international	NAIR_PR.md		
NELSON, Bill	USA	Male	1942-09-29	6.09	525832	0	1	0	1986-01-12T11:55Z	0.000190	43		STS-61-C	6.09	4232947	00:00	astronaut	NELSON_B.md		
NELSON, George D.	USA	Male	1950-07-13	17.11	1478652	33720	3	2	1984-04-06T13:58Z	0.000533	33	BSc in physics;MSc in astronomy;PhD in astronomy	STS-41-C;STS-61-C;STS-26	6.99	11903148	09:22	astronaut	NELSON_GD.md		
NELYUBOV, Grigori Grigoriyevich	URS	Male	1934-03-31	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	NELYUBOV_GG.md		
NERI VELA, Rodolfo	MEX	Male	1952-02-19	6.88	594289	0	1	0	1985-11-27T00:29:00Z	0.000214	33		STS-61-B	6.88	4784026	00:00	international	NERI VELA_R.md		
NESPOLI, Paolo Angelo	ITA	Male	1957-04-06	315.11	27225468	0	3	0	2007-10-23T15:38:19Z	0.009815	50		STS-120;Soyuz TMA-20;Soyuz MS-05	159.30	219165017	00:00	international	NESPOLI_PA.md		astro_paolo
NEWMAN, James H.	USA	Male	1956-10-16	43.42	3751892	154860	4	6	1993-09-12T11:45Z	0.001353	36	BA in physics;MA in physics;PhD in physics	STS-51;STS-69;STS-88;STS-109	11.80	30202730	43:01	astronaut	NEWMAN_JH.md		
NICOLLIER, Claude	CHE	Male	1944-09-02	42.50	3672335	29400	4	1	1992-07-31T13:56:48Z	0.001324	47		STS-46;STS-61;STS-75;STS-103	15.74	29562296	08:10	international	NICOLLIER_C.md		
NIE, Haisheng	CHN	Male	1964-09-08	53.01	4579708	0	3	0	2005-10-12T01:00:03Z	0.001651	41		Shenzhou VI;Shenzhou X;Shenzhou 12	33.59	36866649	00:00	taikonaut	NIE_H.md	2021-07-20T15:27Z	
NIKOLAYEV, Andriyan Grigoriyevich	URS	Male	1929-09-05	21.64	1870076	0	2	0	1962-08-11T08:24Z	0.000674	32		Vostok 3;Soyuz 9	17.71	15054111	00:00	cosmonaut	NIKOLAYEV_AG.md		
NOGUCHI, Soichi	JPN	Male	1965-04-15	344.40	29756139	100740	3	4	2005-07-26T14:39Z	0.010727	40		STS-114;Soyuz TMA-17;SpaceX Crew-1	167.27	239536918	27:59	international	NOGUCHI_S.md		Astro_Soichi
NOREIGA, Carlos I.	USA	Male	1959-10-08	20.01	1729137	69600	2	3	1997-05-15T09:07:48Z	0.000623	37	BSc in computer science;MSc in computer science	STS-84;STS-97	10.83	13919552	19:20	astronaut	NOREIGA_CI.md		
NOVITSKY, Oleg Viktorovich	RUS	Male	1971-10-12	442.75	38253308	26340	3	1	2012-10-23T10:51:11Z	0.013791	41		Soyuz TMA-06M;Soyuz MS-03;Soyuz MS-18	196.74	307939129	07:19	cosmonaut	NOVITSKY_OV.md	2021-07-20T15:27Z	
NOWAK, Lisa M.	USA	Female	1963-05-10	12.78	1103809	0	1	0	2006-07-04T18:37:55Z	0.000398	43	BSc in aerospace engineering;MSc in aeronautical engineering	STS-121	12.78	8885662	00:00	astronaut	NOWAK_LM.md		
NYBERG, Karen L.	USA	Female	1969-10-07	180.02	15553904	0	2	0	2008-05-31T21:02:12Z	0.005607	38	BSc in mechanical engineering;PhD in mechanical engineering	STS-124;Soyuz TMA-09M	166.26	125208927	00:00	astronaut	NYBERG_KL.md		AstroKarenN
OCHOA, Ellen	USA	Female	1958-05-10	40.82	3526726	0	4	0	1993-04-08T05:29Z	0.001271	34	BSc in physics;PhD in electrical engineering	STS-56;STS-66;STS-96;STS-110	10.94	28390144	00:00	astronaut	OCHOA_E.md		
OCKELS, Wubbo Johannes	NLD	Male	1946-03-28	7.03	607492	0	1	0	1985-10-30T17:00Z	0.000219	39		STS-61-A	7.03	4890310	00:00	international	OCKELS_WJ.md		
O'CONNOR, Bryan D.	USA	Male	1946-09-06	15.97	1379951	0	2	0	1985-11-27T00:29:00Z	0.000497	39	BSc in engineering	STS-61-B;STS-40	9.09	11108605	00:00	astronaut	OCONNOR_BD.md		
OEFELEIN, William A.	USA	Male	1965-03-29	12.86	1111525	0	1	0	2006-12-10T01:47:35Z	0.000401	41	BSc in electrical engineering;MSc in aviation systems	STS-116	12.86	8947776	00:00	astronaut	OEFELEIN_WA.md		
OLIVAS, John D.	USA	Male	1966-05-25	27.71	2394395	124020	2	5	2007-06-08T23:38:04Z	0.000863	41	BSc in mechanical engineering;MSc in mechanical engineering;PhD in mechanical engineering & materials science	STS-117;STS-128	13.87	19274879	34:27	astronaut	OLIVAS_JD.md		
OLSEN, Gregory Hammond 'Greg'	USA	Male	1945-04-20	9.89	854100	0	1	0	2005-10-01T03:55Z	0.000308	60	PhD in materials science	Soyuz TMA-7;Soyuz TMA-6	9.89	6875505	00:00	commercial tourist	OLSEN_GH.md		
OMELCHENKO, Svetlana Oktyabrevna	URS	Male	1951-08-20	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	OMELCHENKO_SO.md		
ONISHI, Takuya	JPN	Male	1975	115.10	9944480	0	1	0	2016-07-07T01:36:40Z	0.003585	41		Soyuz MS-01	115.10	80053064	00:00	international	ONISHI_T.md		
ONIZUKA, Ellison S.	USA	Male	1946-06-24	3.06	264804	0	2	0	1985-01-24T19:50Z	0.000095	38	BSc in aerospace engineering;MSc in aerospace engineering	STS-51-C;STS-51-L	3.06	2131672	00:00	astronaut	ONIZUKA_ES.md		
ONUFRIYENKO, Yuri Ivanovich	URS	Male	1961-02-06	219.47	18962419	153120	3	8	1996-02-21T12:34:05Z	0.006836	35		Soyuz TM-23;STS-108;STS-111	193.80	152647472	42:32	cosmonaut	ONUFRIYENKO_YI.md		
OSWALD, Stephen S.	USA	Male	1951-06-30	33.94	2932314	0	3	0	1992-01-22T14:52:33Z	0.001057	40	BSc in aerospace engineering	STS-42;STS-56;STS-67	16.63	23605127	00:00	astronaut	OSWALD_SS.md		
OVCHININ, Aleksei Nikolaevich	RUS	Male	1971-09-28	374.81	32383920	21660	2	1	2016-03-18T21:26Z	0.011675	44		Soyuz TMA-20M;Soyuz MS-12	202.66	260690556	06:01	cosmonaut	OVCHININ_AN.md		
OVERMYER, Robert F.	USA	Male	1936-07-14	12.10	1045394	0	2	0	1982-11-11T12:19Z	0.000377	46	BSc in physics;MSc in aeronautics	STS-5;STS-51-B	7.01	8415421	00:00	astronaut	OVERMYER_RF.md		
PADALKA, Gennadi Ivanovich	RUS	Male	1958-06-21	878.48	75900798	139080	5	10	1998-08-13T09:43:11Z	0.027363	40		Soyuz TM-28;Soyuz TMA-4;Soyuz TMA-14;Soyuz TMA-04M;Soyuz TMA-16M	198.70	611001423	38:38	cosmonaut	PADALKA_GI.md		
PAILES, William A.	USA	Male	1952-06-26	4.07	351879	0	1	0	1985-10-03T15:15:30Z	0.000127	33		STS-51-J	4.07	2832625	00:00	astronaut	PAILES_WA.md		
PAN, Zhanchun	CHN	Male		0.00	0	0	0	0		0.000000	0			0.00	0	00:00	taikonaut	PAN_Z.md		
PARAZYNSKI, Scott E.	USA	Male	1961-07-28	57.65	4980925	169500	5	7	1994-11-03T16:59:43Z	0.001796	33	BSc in biology;Doctor of Medicine	STS-66;STS-86;STS-95;STS-100;STS-120	15.10	40096446	47:05	astronaut	PARAZYNSKI_SE.md		
PARISE, Ronald A.	USA	Male	1951-05-24	25.59	2211238	0	2	0	1990-12-02T06:49Z	0.000797	39	BSc in physics;MSc in astronomy;PhD in astronomy	STS-35;STS-67	16.63	17800465	00:00	astronaut	PARISE_RA.md		
PARKER, Robert A. R.	USA	Male	1936-12-14	19.24	1662754	0	2	0	1983-11-28T16:00Z	0.000599	46	BA in astronomy and physics;PhD in astronomy	STS-9;STS-35	10.28	13385169	00:00	astronaut	PARKER_RAR.md		
PARMITANO, Luca Salvo	ITA	Male	1976-09-27	366.96	31705335	119340	2	6	2013-05-28T20:31:24Z	0.011430	36		Soyuz TMA-09M;Soyuz MS-13	200.70	255227946	33:09	international	PARMITANO_LS.md		astro_luca
PATAT, Frederic	FRA	Male	1958-06-24	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	international	PATAT_F.md		
PATRICK, Nicholas J.M.	USA	Male	1964-03-22	26.62	2300016	65640	2	3	2006-12-10T01:47:35Z	0.000829	42	BA in engineering;MSc in mechanical engineering;MA in engineering;PhD in mechanical engineering	STS-116;STS-130	13.76	18515128	18:14	astronaut	PATRICK_NJM.md		Astro_Nicholas
PATSAYEV, Viktor Ivanovich	URS	Male	1933-06-19	23.77	2053304	0	1	0	1971-06-06T07:55:09Z	0.000740	37		Soyuz 11	23.77	16529097	00:00	cosmonaut	PATSAYEV_VI.md		
PAWELCZYK, James A.	USA	Male	1960-09-20	15.91	1374660	0	1	0	1998-04-17T18:19Z	0.000496	37	BA in biology and psychology;MSc in physiology;PhD in biology	STS-90	15.91	11066013	00:00	astronaut	PAWELCZYK_JA.md		
PAYETTE, Julie	CAN	Female	1963-10-20	25.50	2203184	0	2	0	1999-05-27T06:49Z	0.000794	35		STS-96;STS-127	15.70	17735631	00:00	international	PAYETTE_J.md		
PAYTON, Gary E.	USA	Male	1948-06-20	3.06	264803	0	1	0	1985-01-24T19:50:00Z	0.000095	36	MSc in astronautical and aeronautical engineering	STS-51C	3.06	2131664	00:00	astronaut	PAYTON_GE.md		
PEAKE, Timothy Nigel	GBR	Male	1972-04-07	185.92	16063910	16980	1	1	2015-12-15T11:03:10Z	0.005791	43		Soyuz TMA-19M	185.92	129314475	04:43	international	PEAKE_TN.md		astro_timpeake
PELCZAK, Oldrich 'Olda'	TCH	Male	1943-11-02	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	international	PELCZAK_O.md		
PERALTA Y FABI, Ricardo	MEX	Male	1950-08-15	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	international	PERALTA Y FABI_R.md		
PERRIN, Philippe	FRA	Male	1963-01-06	13.86	1197357	70260	1	3	2002-06-05T21:22:49Z	0.000432	39		STS-111	13.86	9638723	19:31	international	PERRIN_P.md		
PESQUET, Thomas Gautier	FRA	Male	1978-02-27	284.98	24622078	95520	2	4	2016-11-17T20:20Z	0.008877	38		Soyuz MS-03;SpaceX Crew-2	196.74	198207727	26:32	international	PESQUET_TG.md	2021-07-20T15:27Z	Thom_astro
PETELIN, Dmitri Aleksandrovich	RUS	Male	1983-07-10	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	PETELIN_DA.md		
PETERSON, Donald H.	USA	Male	1933-10-22	5.02	433423	15000	1	1	1983-04-04T18:30Z	0.000156	49	MSc in nuclear engineering	STS-6	5.02	3489055	04:10	astronaut	PETERSON_DH.md		
PETRUSHENKO, Aleksandr Jakovlevich	URS	Male	1942-01-01	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	PETRUSHENKO_AJ.md		
PETTIT, Donald R.	USA	Male	1955-04-20	370.70	32028218	47820	3	2	2002-11-23T00:49:47Z	0.011547	47	BSc in chemical engineering	STS-113;Soyuz TMA-1;STS-126;Soyuz TMA-03M	192.79	257827154	13:17	astronaut	PETTIT_DR.md		astro_Pettit
PHAM, Tu&acirc;n	VNM	Male	1947-02-14	7.86	679320	0	1	0	1980-07-23T18:33:03Z	0.000245	33		Soyuz 37;Soyuz 36	7.86	5468526	00:00	international	PHAM_T.md		
PHILLIPS, John L.	USA	Male	1951-04-15	203.73	17601890	17880	3	1	2001-04-19T18:40:42Z	0.006346	50	BSc in mathematics;MSc in aeronautical systems	STS-100;Soyuz TMA-6;STS-119	179.02	141695214	04:58	astronaut	PHILLIPS_JL.md		
PISAREV, Viktor Mikhailovich	URS	Male	1941-08-15	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	PISAREV_VM.md		
POGUE, William	USA	Male	1930-01-23	84.05	7262131	48840	1	2	1973-11-16T14:01:23Z	0.002618	43	BSc in education;MSc in mathematics	Skylab 4	84.05	58460154	13:34	astronaut	POGUE_W.md		
POINDEXTER, Alan G.	USA	Male	1961-11-05	27.88	2408965	0	2	0	2008-02-07T19:45Z	0.000868	46	BSc in aerospace engineering;MSc in aeronautical engineering	STS-122;STS-131	15.12	19392168	00:00	astronaut	POINDEXTER_AG.md		
POLANSKY, Mark L.	USA	Male	1956-06-02	41.45	3581545	0	3	0	2001-02-07T23:13Z	0.001291	44	MSc in aeronautical & astronautical engineering	STS-98;STS-116;STS-127	15.70	28831437	00:00	astronaut	POLANSKY_ML.md		
POLESHCHUK, Aleksandr Fyodorovich	URS	Male	1953-10-30	179.03	15468226	35880	1	2	1993-01-24T05:58:05Z	0.005576	39		Soyuz TM-16	179.03	124519219	09:58	cosmonaut	POLESHCHUK_AF.md		
POLONSKY, Anatoli Borisovich	URS	Male	1956-01-01	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	POLONSKY_AB.md		
POLYAKOV, Boris Ivanovich	URS	Male	1938-05-10	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	POLYAKOV_BI.md		
POLYAKOV, Valeri Vladimirovich	URS	Male	1942-04-27	678.69	58638800	0	2	0	1988-08-29T04:23:11Z	0.021140	46		Soyuz TM-6;Soyuz TM-7;Soyuz TM-18;Soyuz TM-20	437.75	472042340	00:00	cosmonaut	POLYAKOV_VV.md		
PONOMARYOVA, Valentina Leonidovna	URS	Male	1933-09-18	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	PONOMARYOVA_VL.md		
PONOMARYOV, Maksim Vladimirovich	RUS	Male	1980-02-20	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	PONOMARYOV_MV.md		
PONOMARYOV, Yuri Anatoliyevich	URS	Male	1932-03-24	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	PONOMARYOV_YA.md		
PONTES, Marcos Cesar	BRA	Male	1963-03-11	9.89	854340	0	1	0	2006-03-30T02:30Z	0.000308	43		Soyuz TMA-8;Soyuz TMA-7	9.89	6877437	00:00	international	PONTES_MC.md		
POPOVICH, Pavel Romanovich	URS	Male	1930-10-05	18.69	1614476	0	2	0	1962-08-12T08:02:33Z	0.000582	31		Vostok 4;Soyuz 14	15.73	12996531	00:00	cosmonaut	POPOVICH_PR.md		
POPOV, Leonid Ivanovich	URS	Male	1945-08-31	200.62	17333154	0	3	0	1980-04-09T13:38:22Z	0.006249	34		Soyuz 35;Soyuz 37;Soyuz 40;Soyuz T-7;Soyuz T-5	184.84	139531889	00:00	cosmonaut	POPOV_LI.md		
PORVATKIN, Nikolai Stepanovich	URS	Male	1932-04-15	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	PORVATKIN_NS.md		
POTAPOV, Mikhail Georgiyevich	URS	Male	1952-10-28	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	POTAPOV_MG.md		
POZHARSKAYA, Larisa Grigoriyevna	URS	Male	1947-03-15	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	POZHARSKAYA_LG.md		
PRECOURT, Charles J.,	USA	Male	1955-06-29	38.80	3352682	0	4	0	1993-04-26T14:50Z	0.001209	37	BSc in aeronautical engineering;MSc in engineering management;MA in national security affairs & strategic studies	STS-55;STS-71;STS-84;STS-91	9.99	26989090	00:00	astronaut	PRECOURT_CJ.md		
PREOBRAZHENSKY, Vladimir Yevgeniyevich	URS	Male	1939-02-03	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	PREOBRAZHENSKY_VY.md		
PRIKHODKO, Yuri Viktorovich	URS	Male	1953-11-15	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	PRIKHODKO_YV.md		
PROKOPYEV, Sergei Valerievich	RUS	Male	1975-02-19	197.24	17041800	55860	1	2	2018-06-06T11:12Z	0.006144	43		Soyuz MS-09	197.24	137186490	15:31	cosmonaut	PROKOPYEV_SV.md		
PRONINA, Irina Rudolfovna	URS	Male	1953-04-14	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	PRONINA_IR.md		
PROTCHENKO, Sergei Filippovich	URS	Male	1947-01-03	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	PROTCHENKO_SF.md		
PRUNARIU, Dumitru Dorin	ROU	Male	1952-09-27	7.86	679313	0	1	0	1981-05-14T17:16:38Z	0.000245	28		Soyuz 40	7.86	5468469	00:00	international	PRUNARIU_DD.md		
PUCHKOV, Aleksandr Sergeyevich	URS	Male	1948-10-15	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	PUCHKOV_AS.md		
PUSHENKO, Nikolai Alekseyevich	URS	Male	1952-08-10	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	PUSHENKO_NA.md		
PUSTOVYI, Yaroslav Igoryevich 'Yarko'	UKR	Male	1970-12-29	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	international	PUSTOVYI_YI.md		
RAFIKOV, Mars Zakirovich	URS	Male	1933-09-29	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	RAFIKOV_MZ.md		
RAMON, Ilan	ISR	Male	1954-06-20	15.93	1376400	0	1	0	2003-01-16T15:39Z	0.000496	48		STS-107	15.93	11080020	00:00	international	RAMON_I.md		
READDY, William F.	USA	Male	1952-01-24	28.03	2421917	0	3	0	1992-01-22T14:52:33Z	0.000873	39	BSc in aerospace engineering	STS-42;STS-51;STS-79	10.14	19496431	00:00	astronaut	READDY_WF.md		
REBROV, Mikhail Fyodorovich	URS	Male	1931-07-03	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	REBROV_MF.md		
REIGHTLER, Kenneth S., Jr.	USA	Male	1951-03-24	13.65	1179422	0	2	0	1991-09-12T23:11:04Z	0.000425	40	BSc in aerospace engineering;MSc in aeronautical engineering	STS-48;STS-60	8.30	9494347	00:00	astronaut	REIGHTLER_KSJ.md		
REILLY, James F.	USA	Male	1954-03-18	34.44	2975720	110580	3	5	1998-01-23T02:48:15Z	0.001073	43	BSc in geosciences;MSc in geosciences;PhD in geosciences	STS-89;STS-104;STS-117	13.84	23954546	30:43	astronaut	REILLY_JF.md		
REISMAN, Garrett E.	USA	Male	1968-02-10	107.14	9256585	76320	2	3	2008-03-11T06:28:14Z	0.003337	40	BSc in economics;MSc in mechanical engineering;PhD in mechanical engineering	STS-123;STS-124;STS-132	95.37	74515509	21:12	astronaut	REISMAN_GE.md		
REITER, Thomas Arthur	DEU	Male	1958-05-23	350.23	30260211	51300	2	3	1995-09-03T09:00:23Z	0.010909	37		Soyuz TM-22;STS-121;STS-116	179.07	243594698	14:15	international	REITER_TA.md		
REMEK, Vladim&iacute;r 'Volodya'	TCH	Male	1948-09-26	7.93	685020	0	1	0	1978-03-02T15:28Z	0.000247	29		Soyuz 28	7.93	5514411	00:00	international	REMEK_V.md		
RESNIK, Judith A.	USA	Female	1949-04-05	6.04	521765	0	2	0	1984-08-30T12:41:50Z	0.000188	35	BSc in electrical engineering;PhD in electrical engineering	STS-41-D;STS-51-L	6.04	4200208	00:00	astronaut	RESNIK_JA.md		
REVIN, Sergei Nikolayevich	RUS	Male	1966-01-12	124.99	10799557	0	1	0	2012-05-15T03:01:23Z	0.003893	46		Soyuz TMA-04M	124.99	86936433	00:00	cosmonaut	REVIN_SN.md		
RICHARDS, Paul W.	USA	Male	1964-05-20	12.83	1108267	22860	1	1	2001-03-08T11:42Z	0.000400	36	BSc in mechanical engineering;MSc in mechanical engineering	STS-102	12.83	8921549	06:21	astronaut	RICHARDS_PW.md		
RICHARDS, Richard N.	USA	Male	1946-08-24	33.90	2928636	0	4	0	1989-08-08T12:37Z	0.001056	42	BSc in chemical engineering;MSc in aeronautical systems	STS-28;STS-41;STS-50;STS-64	13.81	23575519	00:00	astronaut	RICHARDS_RN.md		
RIDE, Sally K.	USA	Female	1951-05-26	14.32	1237654	0	2	0	1983-06-18T11:33Z	0.000446	32	BA in English;BSc in physics;MSc in physics	STS-7;STS-41-G	8.22	9963114	00:00	astronaut	RIDE_SK.md		
ROBERTSON, Patricia Hilliard	USA	Male	1963-03-12	0.00	0	0	0	0		0.000000	0	BSc in biology;Doctor of Medicine		0.00	0	00:00	astronaut	ROBERTSON_PH.md		
ROBINSON, Stephen K.	USA	Male	1955-10-26	48.41	4182840	75780	4	3	1997-08-07T14:41Z	0.001508	41	MSc in mechanical engineering	STS-85;STS-95;STS-114;STS-130	13.90	33671862	21:03	astronaut	ROBINSON_SK.md		
ROMANENKO, Roman Yuriyevich	RUS	Male	1971-08-09	333.46	28810951	23880	2	1	2009-05-27T10:34:53Z	0.010387	37		Soyuz TMA-15;Soyuz TMA-07M	187.86	231928155	06:38	cosmonaut	ROMANENKO_RY.md		
ROMANENKO, Yuri Viktorovich	URS	Male	1944-08-01	430.76	37218093	36960	3	4	1977-12-10T01:18:40Z	0.013418	33		Soyuz 26;Soyuz 27;Soyuz 38;Soyuz TM-2;Soyuz TM-3	326.48	299605648	10:16	cosmonaut	ROMANENKO_YV.md		
ROMANOV, Valeri Aleksandrovich	URS	Male	1946-08-18	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	ROMANOV_VA.md		
ROMINGER, Kent V.	USA	Male	1956-08-07	67.12	5799520	0	5	0	1995-10-20T13:53Z	0.002091	39	BSc in civil engineering;MSc in aeronautical engineering	STS-73;STS-80;STS-85;STS-96;STS-100	17.66	46686136	00:00	astronaut	ROMINGER_KV.md		
ROOSA, Stuart A.	USA	Male	1933-08-16	9.00	777778	0	1	0	1971-01-31T21:03:02Z	0.000531	37	BSc in aeronautical engineering	Apollo 14	9.00	760000	00:00	astronaut	ROOSA_SA.md		
ROSSITTO, Franco	ITA	Male	1940-02-01	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	international	ROSSITTO_F.md		
ROSS, Jerry L.	USA	Male	1948-01-20	58.04	5014563	208500	7	9	1985-11-27T00:29:00Z	0.001808	37	BSc in mechanical engineering;MSc in mechanical engineering	STS-61-B;STS-27;STS-37;STS-55;STS-74;STS-88;STS-110	11.80	40367232	57:55	astronaut	ROSS_JL.md		
ROZHDESTVENSKY, Valeri Iliyich	URS	Male	1939-02-13	2.00	173196	0	1	0	1976-10-14T17:39:18Z	0.000062	37		Soyuz 23	2.00	1394227	00:00	cosmonaut	ROZHDESTVENSKY_VI.md		
RUBINS, Kathleen 'Kate'	USA	Female	1978-10-14	300.06	25924936	96360	2	4	2016-07-07T01:36:40Z	0.009346	37	BSc in molecular biology;PhD in cancer biology	Soyuz MS-01;Soyuz MS-17	184.96	208695734	26:46	astronaut	RUBINS_K.md		Astro_Kate7
RUKAVISHNIKOV, Nikolai Nikolayevich	URS	Male	1932-09-18	9.88	853897	0	3	0	1971-04-22T23:54:06Z	0.000308	38		Soyuz 10;Soyuz 16;Soyuz 33	5.93	6873870	00:00	cosmonaut	RUKAVISHNIKOV_NN.md		
RUNCO, Mario, Jr.	USA	Male	1952-01-26	22.96	1984070	16080	3	1	1991-11-24T23:44Z	0.000715	39	BSc in earth & planetary science;MSc in atmospheric physics	STS-44;STS-54;STS-77	10.03	15971763	04:28	astronaut	RUNCO_MJ.md		
RYAZANSKY, Sergei Nikolayevich	RUS	Male	1974-11-13	306.97	26522518	99540	2	4	2013-09-25T20:58:50Z	0.009562	38		Soyuz TMA-10M;Soyuz MS-05	166.27	213506269	27:39	cosmonaut	RYAZANSKY_SN.md		SergeyISS
RYUMIN, Valeri Viktorovich	URS	Male	1939-08-16	304.89	26342095	4980	4	1	1977-10-09T02:40:35Z	0.009497	38		Soyuz 25;Soyuz 32;Soyuz 35;Soyuz 37;STS-91	184.84	212053864	01:23	cosmonaut	RYUMIN_VV.md		
RYZHIKOV, Sergei Nikolaevich	RUS	Male	1974-08-19	358.09	30939377	24480	2	1	2016-10-19T08:05:14Z	0.011154	42		Soyuz MS-02;Soyuz MS-17	184.96	249061984	06:48	cosmonaut	RYZHIKOV_SN.md		
SACCO, Albert, Jr.	USA	Male	1949-05-03	15.91	1374742	0	1	0	1995-10-20T13:53Z	0.000496	46	PhD in chemical engineering	STS-73	15.91	11066673	00:00	astronaut	SACCO_AJ.md		
SAINT-JACQUES, David	CAN	Male	1970-01-06	203.64	17594160	23340	1	1	2018-12-03T11:31Z	0.006343	48		Soyuz MS-11	203.64	141632988	06:29	international	SAINT-JACQUES_D.md		Astro_DavidS
SALEY, Yevgeni Vladimirovich	URS	Male	1950-01-01	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	SALEY_YV.md		
SAMOKUTYAYEV, Aleksandr Mikhailovich	RUS	Male	1970-03-13	331.47	28639400	36060	2	2	2011-04-04T22:18:20Z	0.010325	41		Soyuz TMA-21;Soyuz TMA-14M	167.24	230547170	10:01	cosmonaut	SAMOKUTYAYEV_AM.md		
SARAFANOV, Gennadi Vasiliyevich	URS	Male	1942-01-01	2.01	173532	0	1	0	1974-08-26T19:58:05Z	0.000063	32		Soyuz 15	2.01	1396932	00:00	cosmonaut	SARAFANOV_GV.md		
SATCHER, Robert L., Jr.	USA	Male	1965-09-22	10.80	933374	44340	1	2	2009-11-16T19:28:09Z	0.000336	44	BSc in chemical engineering	STS-129	10.80	7513660	12:19	astronaut	SATCHER_RLJ.md		ZeroG_MD
SATTAROV, Nail Sharipovich	URS	Male	1941-12-23	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	SATTAROV_NS.md		
