Name	Country	Gender	Date of Birth	Time in Space (days)	Time in Space (s)	EVA Time (s)	Number of Launches	Number of EVAs	First Launch	Time dilation (s)	Age at first launch (yr)	Qualifications	Missions	Longest single trip (days)	Total distance covered (km)	EVA (hh:mm)	Type
NAGEL, Steven R.	USA	Male	1946-10-27	30.07	2597850	0	4	0	1985-06-17T11:33Z	0.000937	38		STS-51-G;STS-51-G;STS-51-G;STS-61-A;STS-61-A;STS-61-A;STS-37;STS-37;STS-37;STS-55;STS-55;STS-55;STS-55	9.99	20912692	00:00	
NAIR, Paramaswaren Radhakrishnan	IND	Male	1943-10-10	0.00	0	0	0	0		0.000000	0		STS-55	0.00	0	00:00	
NELSON, Bill	USA	Male	1942-09-29	6.09	525832	0	1	0	1986-01-12T11:55Z	0.000190	43		STS-61-C;STS-61-C;STS-61-C;STS-61-C	6.09	4232947	00:00	
NELSON, George D.	USA	Male	1950-07-13	17.11	1478652	36360	3	1	1984-04-06T13:58Z	0.000533	33		STS-41-C;STS-41-C;STS-41-C;STS-61-C;STS-61-C;STS-61-C;STS-26;STS-26;STS-26;STS-26	6.99	11903148	10:06	
NELYUBOV, Grigori Grigoriyevich 	URS	Male	1934-03-31	0.00	0	0	0	0		0.000000	0		STS-26	0.00	0	00:00	
NERI VELA, Rodolfo	MEX	Male	1952-02-19	0.00	0	0	1	0		0.000000	0		STS-61B;STS-61B;STS-61B;STS-61B	0.00	0	00:00	
NESPOLI, Paolo Angelo	ITA	Male	1957-04-06	174.40	15068520	0	2	0	2007-10-23T15:38:19Z	0.005432	50		STS-120;STS-120;STS-120;Soyuz TMA-20;Soyuz TMA-20;Soyuz TMA-20;Soyuz TMA-20	159.30	121301586	00:00	
NEWMAN, James H.	USA	Male	1956-10-16	43.42	3751892	155580	4	1	1993-09-12T11:45Z	0.001353	36		STS-51;STS-51;STS-51;STS-69;STS-69;STS-69;STS-88;STS-88;STS-88;STS-109;STS-109;STS-109;STS-109	11.80	30202730	43:13	
NICOLLIER, Claude	CHE	Male	1944-09-02	42.50	3672335	58800	4	2	1992-07-31T13:56:48Z	0.001324	47		STS-46;STS-46;STS-46;STS-61;STS-61;STS-61;STS-75;STS-75;STS-75;STS-103;STS-103;STS-103;STS-103	15.74	29562296	16:20	
NIE, Haisheng	CHN	Male	1964-09-08	19.42	1677835	0	2	0	2005-10-12T01:00:03Z	0.000605	41		Shenzhou VI;Shenzhou VI;Shenzhou VI;Shenzhou X;Shenzhou X;Shenzhou X;Shenzhou X	14.60	13506571	00:00	
NIKOLAYEV, Andriyan Grigoriyevich 	URS	Male	1929-09-05	3.94	340140	0	2	0	1962-08-11T08:24Z	0.000123	32		Vostok 3;Vostok 3;Vostok 3;Soyuz 9;Soyuz 9;Soyuz 9;Soyuz 9	3.94	2738127	00:00	
NOGUCHI, Soichi	JPN	Male	1965-04-15	177.13	15303983	72300	2	3	2005-07-26T14:39Z	0.005517	40		STS-114;STS-114;STS-114;Soyuz TMA-17;Soyuz TMA-17;Soyuz TMA-17;Soyuz TMA-17	163.23	123197063	20:05	
NOREIGA, Carlos I.	USA	Male	1959-10-08	20.01	1729137	69600	2	1	1997-05-15T09:07:48Z	0.000623	37		STS-84;STS-84;STS-84;STS-97;STS-97;STS-97;STS-97	10.83	13919552	19:20	
NOVITSKY, Oleg Viktorovich	RUS	Male	1971-10-12	143.68	12414049	0	1	0	2012-10-23T10:51:11Z	0.004475	41		Soyuz TMA-06M;Soyuz TMA-06M;Soyuz TMA-06M;Soyuz TMA-06M	143.68	99933094	00:00	
NOWAK, Lisa M.	USA	Female	1963-05-10	12.78	1103809	0	1	0	2006-07-04T18:37:55Z	0.000398	43		STS-121;STS-121;STS-121;STS-121	12.78	8885662	00:00	
NYBERG, Karen L.	USA	Female	1969-10-07	13.76	1188788	0	1	0	2008-05-31T21:02:12Z	0.000429	38		STS-124;STS-124;STS-124;STS-124	13.76	9569743	00:00	
OCHOA, Ellen	USA	Female	1958-05-10	40.82	3526726	0	4	0	1993-04-08T05:29Z	0.001271	34		STS-56;STS-56;STS-56;STS-66;STS-66;STS-66;STS-96;STS-96;STS-96;STS-110;STS-110;STS-110;STS-110	10.94	28390144	00:00	
OCKELS, Wubbo Johannes	NLD	Male	1946-03-28	7.03	607492	0	1	0	1985-10-30T17:00Z	0.000219	39		STS-61-A;STS-61-A;STS-61-A;STS-61-A	7.03	4890310	00:00	
OEFELEIN, William A.	USA	Male	1965-03-29	12.86	1111525	0	1	0	2006-12-10T01:47:35Z	0.000401	41		STS-116;STS-116;STS-116;STS-116	12.86	8947776	00:00	
OLIVAS, John D.	USA	Male	1966-05-25	27.71	2394395	124080	2	1	2007-06-08T23:38:04Z	0.000863	41		STS-117;STS-117;STS-117;STS-128;STS-128;STS-128;STS-128	13.87	19274879	34:28	
OLSEN, Gregory Hammond 'Greg'	USA	Male	1945-04-20	0.00	0	0	2	0	2005-10-01T03:55Z	0.000000	60		Soyuz TMA-7;Soyuz TMA-7;Soyuz TMA-7;Soyuz TMA-6;Soyuz TMA-6;Soyuz TMA-6;Soyuz TMA-6	0.00	0	00:00	
OMELCHENKO, Svetlana Oktyabrevna 	URS	Male	1951-08-20	0.00	0	0	0	0		0.000000	0		Soyuz TMA-6	0.00	0	00:00	
ONISHI, Takuya	JPN	Male	1975	0.00	0	0	0	0		0.000000	0		Soyuz TMA-6	0.00	0	00:00	
ONIZUKA, Ellison S.	USA	Male	1946-06-24	3.06	264804	0	2	0	1985-01-24T19:50Z	0.000095	38		STS-51-C;STS-51-C;STS-51-C;STS-51-L;STS-51-L;STS-51-L;STS-51-L	3.06	2131672	00:00	
ONUFRIYENKO, Yuri Ivanovich 	URS	Male	1961-02-06	219.47	18962419	153180	3	8	1996-02-21T12:34:05Z	0.006836	35		Soyuz TM-23;Soyuz TM-23;Soyuz TM-23;STS-108;STS-108;STS-108;STS-111;STS-111;STS-111;STS-111	193.80	152647472	42:33	
OSWALD, Stephen S.	USA	Male	1951-06-30	33.94	2932314	0	3	0	1992-01-22T14:52:33Z	0.001057	40		STS-42;STS-42;STS-42;STS-56;STS-56;STS-56;STS-67;STS-67;STS-67;STS-67	16.63	23605127	00:00	
OVCHININ, Aleksei Nikolaevich	RUS	Male	1971-09-28	0.00	0	0	0	0		0.000000	0		STS-67	0.00	0	00:00	
OVERMYER, Robert F.	USA	Male	1936-07-14	12.10	1045394	0	2	0	1982-11-11T12:19Z	0.000377	46		STS-5;STS-5;STS-5;STS-51-B;STS-51-B;STS-51-B;STS-51-B	7.01	8415421	00:00	
PADALKA, Gennadi Ivanovich 	URS	Male	1958-06-21	710.27	61367079	116640	4	7	1998-08-13T09:43:11Z	0.022124	40		Soyuz TM-28;Soyuz TM-28;Soyuz TM-28;Soyuz TMA-4;Soyuz TMA-4;Soyuz TMA-4;Soyuz TMA-14;Soyuz TMA-14;Soyuz TMA-14;Soyuz TMA-04M;Soyuz TMA-04M;Soyuz TMA-04M;Soyuz TMA-04M	198.70	494004985	32:24	
PAILES, William A.	USA	Male	1952-06-26	4.07	351879	0	1	0	1985-10-03T15:15:30Z	0.000127	33		STS-51-J;STS-51-J;STS-51-J;STS-51-J	4.07	2832625	00:00	
PAN, Zhanchun	CHN	Male		0.00	0	0	0	0		0.000000	0		STS-51-J	0.00	0	00:00	
PARAZYNSKI, Scott E.	USA	Male	1961-07-28	57.65	4980925	169500	5	1	1994-11-03T16:59:43Z	0.001796	33		STS-66;STS-66;STS-66;STS-86;STS-86;STS-86;STS-95;STS-95;STS-95;STS-100;STS-100;STS-100;STS-120;STS-120;STS-120;STS-120	15.10	40096446	47:05	
PARISE, Ronald A.	USA	Male	1951-05-24	25.59	2211238	0	2	0	1990-12-02T06:49Z	0.000797	39		STS-35;STS-35;STS-35;STS-67;STS-67;STS-67;STS-67	16.63	17800465	00:00	
PARKER, Robert A. R.	USA	Male	1936-12-14	19.24	1662754	0	2	0	1983-11-28T16:00Z	0.000599	46		STS-9;STS-9;STS-9;STS-35;STS-35;STS-35;STS-35	10.28	13385169	00:00	
PARMITANO, Luca Salvo	ITA	Male	1976-09-27	166.26	14365116	27540	1	2	2013-05-28T20:31:24Z	0.005179	36		Soyuz TMA-09M;Soyuz TMA-09M;Soyuz TMA-09M;Soyuz TMA-09M	166.26	115639183	07:39	
PATAT, Frederic	FRA	Male	1958-06-24	0.00	0	0	0	0		0.000000	0		Soyuz TMA-09M	0.00	0	00:00	
PATRICK, Nicholas J.M.	USA	Male	1964-03-22	26.62	2300016	65640	2	1	2006-12-10T01:47:35Z	0.000829	42		STS-116;STS-116;STS-116;STS-130;STS-130;STS-130;STS-130	13.76	18515128	18:14	
PATSAYEV, Viktor Ivanovich 	URS	Male	1933-06-19	23.77	2053304	0	1	0	1971-06-06T07:55:09Z	0.000740	37		Soyuz 11;Soyuz 11;Soyuz 11;Soyuz 11	23.77	16529097	00:00	
PAWELCZYK, James A.	USA	Male	1960-09-20	15.91	1374660	0	1	0	1998-04-17T18:19Z	0.000496	37		STS-90;STS-90;STS-90;STS-90	15.91	11066013	00:00	
PAYETTE, Julie	CAN	Female	1963-10-20	25.50	2203184	0	2	0	1999-05-27T06:49Z	0.000794	35		STS-96;STS-96;STS-96;STS-127;STS-127;STS-127;STS-127	15.70	17735631	00:00	
PAYTON, Gary E.	USA	Male	1948-06-20	0.00	0	0	1	0		0.000000	0		STS-51C;STS-51C;STS-51C;STS-51C	0.00	0	00:00	
PEAKE, Timothy Nagel	GBR	Male	1972-04-07	0.00	0	0	0	0		0.000000	0		STS-51C	0.00	0	00:00	
PELCZAK, Oldrich 'Olda'	TCH	Male	1943-11-02	0.00	0	0	0	0		0.000000	0		STS-51C	0.00	0	00:00	
PERALTA Y FABI, Ricardo	MEX	Male	1950-08-15	0.00	0	0	0	0		0.000000	0		STS-51C	0.00	0	00:00	
PERRIN, Philippe	FRA	Male	1963-01-06	13.86	1197357	70260	1	3	2002-06-05T21:22:49Z	0.000432	39		STS-111;STS-111;STS-111;STS-111	13.86	9638723	19:31	
PESQUET, Thomas Gautier	FRA	Male	1978-02-27	0.00	0	0	0	0		0.000000	0		STS-111	0.00	0	00:00	
PETELIN, Dmitri Aleksandrovich	RUS	Male	1983-07-10	0.00	0	0	0	0		0.000000	0		STS-111	0.00	0	00:00	
PETERSON, Donald H.	USA	Male	1933-10-22	5.02	433423	15300	1	1	1983-04-04T18:30Z	0.000156	49		STS-6;STS-6;STS-6;STS-6	5.02	3489055	04:15	
PETRUSHENKO, Aleksandr Jakovlevich 	URS	Male	1942-01-01	0.00	0	0	0	0		0.000000	0		STS-6	0.00	0	00:00	
PETTIT, Donald R.	USA	Male	1955-04-20	208.65	18026940	47820	4	1	2002-11-23T00:49:47Z	0.006499	47		STS-113;STS-113;STS-113;Soyuz TMA-1;Soyuz TMA-1;Soyuz TMA-1;STS-126;STS-126;STS-126;Soyuz TMA-03M;Soyuz TMA-03M;Soyuz TMA-03M;Soyuz TMA-03M	192.79	145116867	13:17	
PHAM, Tu&acirc;n	VNM	Male	1947-02-14	0.00	0	0	2	0	1980-07-23T18:33:03Z	0.000000	33		Soyuz 37;Soyuz 37;Soyuz 37;Soyuz 36;Soyuz 36;Soyuz 36;Soyuz 36	0.00	0	00:00	
PHILLIPS, John L.	USA	Male	1951-04-15	203.73	17601890	17880	3	1	2001-04-19T18:40:42Z	0.006346	50		STS-100;STS-100;STS-100;Soyuz TMA-6;Soyuz TMA-6;Soyuz TMA-6;STS-119;STS-119;STS-119;STS-119	179.02	141695214	04:58	
PISAREV, Viktor Mikhailovich 	URS	Male	1941-08-15	0.00	0	0	0	0		0.000000	0		STS-119	0.00	0	00:00	
POGUE, William	USA	Male	1930-01-23	84.05	7262131	48660	1	1	1973-11-16T14:01:23Z	0.002618	43		Skylab 4;Skylab 4;Skylab 4;Skylab 4	84.05	58460154	13:31	
POINDEXTER, Alan G.	USA	Male	1961-11-05	27.88	2408965	0	2	0	2008-02-07T19:45Z	0.000868	46		STS-122;STS-122;STS-122;STS-131;STS-131;STS-131;STS-131	15.12	19392168	00:00	
POLANSKY, Mark L.	USA	Male	1956-06-02	41.45	3581545	0	3	0	2001-02-07T23:13Z	0.001291	44		STS-98;STS-98;STS-98;STS-116;STS-116;STS-116;STS-127;STS-127;STS-127;STS-127	15.70	28831437	00:00	
POLESHCHUK, Aleksandr Fyodorovich 	URS	Male	1953-10-30	179.03	15468226	35880	1	2	1993-01-24T05:58:05Z	0.005576	39		Soyuz TM-16;Soyuz TM-16;Soyuz TM-16;Soyuz TM-16	179.03	124519219	09:58	
POLONSKY, Anatoli Borisovich 	URS	Male	1956-01-01	0.00	0	0	0	0		0.000000	0		Soyuz TM-16	0.00	0	00:00	
POLYAKOV, Boris Ivanovich 	URS	Male	1938-05-10	0.00	0	0	0	0		0.000000	0		Soyuz TM-16	0.00	0	00:00	
POLYAKOV, Valeri Vladimirovich 	URS	Male	1942-04-27	0.00	0	0	4	0	1988-08-29T04:23:11Z	0.000000	46		Soyuz TM-6;Soyuz TM-6;Soyuz TM-6;Soyuz TM-7;Soyuz TM-7;Soyuz TM-7;Soyuz TM-18;Soyuz TM-18;Soyuz TM-18;Soyuz TM-20;Soyuz TM-20;Soyuz TM-20;Soyuz TM-20	0.00	0	00:00	
PONOMARYOVA, Valentina Leonidovna 	URS	Male	1933-09-18	0.00	0	0	0	0		0.000000	0		Soyuz TM-20	0.00	0	00:00	
PONOMARYOV, Maksim Vladimirovich	RUS	Male	1980-02-20	0.00	0	0	0	0		0.000000	0		Soyuz TM-20	0.00	0	00:00	
PONOMARYOV, Yuri Anatoliyevich 	URS	Male	1932-03-24	0.00	0	0	0	0		0.000000	0		Soyuz TM-20	0.00	0	00:00	
PONTES, Marcos Cesar	BRA	Male	1963-03-11	0.00	0	0	2	0	2006-03-30T02:30Z	0.000000	43		Soyuz TMA-8;Soyuz TMA-8;Soyuz TMA-8;Soyuz TMA-7;Soyuz TMA-7;Soyuz TMA-7;Soyuz TMA-7	0.00	0	00:00	
POPOVICH, Pavel Romanovich 	URS	Male	1930-10-05	18.69	1614476	0	2	0	1962-08-12T08:02:33Z	0.000582	31		Vostok 4;Vostok 4;Vostok 4;Soyuz 14;Soyuz 14;Soyuz 14;Soyuz 14	15.73	12996531	00:00	
POPOV, Leonid Ivanovich 	URS	Male	1945-08-31	7.86	679313	0	5	0	1980-04-09T13:38:22Z	0.000245	34		Soyuz 35;Soyuz 35;Soyuz 35;Soyuz 37;Soyuz 37;Soyuz 37;Soyuz 40;Soyuz 40;Soyuz 40;Soyuz T-7;Soyuz T-7;Soyuz T-7;Soyuz T-5;Soyuz T-5;Soyuz T-5;Soyuz T-5	7.86	5468469	00:00	
PORVATKIN, Nikolai Stepanovich 	URS	Male	1932-04-15	0.00	0	0	0	0		0.000000	0		Soyuz T-5	0.00	0	00:00	
POTAPOV, Mikhail Georgiyevich 	URS	Male	1952-10-28	0.00	0	0	0	0		0.000000	0		Soyuz T-5	0.00	0	00:00	
POZHARSKAYA, Larisa Grigoriyevna 	URS	Male	1947-03-15	0.00	0	0	0	0		0.000000	0		Soyuz T-5	0.00	0	00:00	
PRECOURT, Charles J.,	USA	Male	1955-06-29	38.80	3352682	0	4	0	1993-04-26T14:50Z	0.001209	37		STS-55;STS-55;STS-55;STS-71;STS-71;STS-71;STS-84;STS-84;STS-84;STS-91;STS-91;STS-91;STS-91	9.99	26989090	00:00	
PREOBRAZHENSKY, Vladimir Yevgeniyevich 	URS	Male	1939-02-03	0.00	0	0	0	0		0.000000	0		STS-91	0.00	0	00:00	
PRIKHODKO, Yuri Viktorovich 	URS	Male	1953-11-15	0.00	0	0	0	0		0.000000	0		STS-91	0.00	0	00:00	
PROKOPYEV, Sergei Valerievich	RUS	Male	1975-02-19	0.00	0	0	0	0		0.000000	0		STS-91	0.00	0	00:00	
PRONINA, Irina Rudolfovna 	URS	Male	1953-04-14	0.00	0	0	0	0		0.000000	0		STS-91	0.00	0	00:00	
PROTCHENKO, Sergei Filippovich 	URS	Male	1947-01-03	0.00	0	0	0	0		0.000000	0		STS-91	0.00	0	00:00	
PRUNARIU, Dumitru Dorin	ROU	Male	1952-09-27	7.86	679313	0	1	0	1981-05-14T17:16:38Z	0.000245	28		Soyuz 40;Soyuz 40;Soyuz 40;Soyuz 40	7.86	5468469	00:00	
PUCHKOV, Aleksandr Sergeyevich 	URS	Male	1948-10-15	0.00	0	0	0	0		0.000000	0		Soyuz 40	0.00	0	00:00	
PUSHENKO, Nikolai Alekseyevich 	URS	Male	1952-08-10	0.00	0	0	0	0		0.000000	0		Soyuz 40	0.00	0	00:00	
PUSTOVYI, Yaroslav Igoryevich 'Yarko'	UKR	Male	1970-12-29	0.00	0	0	0	0		0.000000	0		Soyuz 40	0.00	0	00:00	
RAFIKOV, Mars Zakirovich 	URS	Male	1933-09-29	0.00	0	0	0	0		0.000000	0		Soyuz 40	0.00	0	00:00	
RAMON, Ilan	ISR	Male	1954-06-20	15.93	1376400	0	1	0	2003-01-16T15:39Z	0.000496	48		STS-107;STS-107;STS-107;STS-107	15.93	11080020	00:00	
READDY, William F.	USA	Male	1952-01-24	28.03	2421917	0	3	0	1992-01-22T14:52:33Z	0.000873	39		STS-42;STS-42;STS-42;STS-51;STS-51;STS-51;STS-79;STS-79;STS-79;STS-79	10.14	19496431	00:00	
REBROV, Mikhail Fyodorovich 	URS	Male	1931-07-03	0.00	0	0	0	0		0.000000	0		STS-79	0.00	0	00:00	
REIGHTLER, Kenneth S., Jr.	USA	Male	1951-03-24	13.65	1179422	0	2	0	1991-09-12T23:11:04Z	0.000425	40		STS-48;STS-48;STS-48;STS-60;STS-60;STS-60;STS-60	8.30	9494347	00:00	
REILLY, James F.	USA	Male	1954-03-18	34.44	2975720	112200	3	1	1998-01-23T02:48:15Z	0.001073	43		STS-89;STS-89;STS-89;STS-104;STS-104;STS-104;STS-117;STS-117;STS-117;STS-117	13.84	23954546	31:10	
REISMAN, Garrett E.	USA	Male	1968-02-10	11.77	1016959	76320	4	1	2008-03-11T06:28:14Z	0.000367	40		Expedition 16/17: STS-123 Endeavour (up) and STS-124 Discovery (down);Expedition 16/17: STS-123 Endeavour (up) and STS-124 Discovery (down);Expedition 16/17: STS-123 Endeavour (up) and STS-124 Discovery (down);STS-123;STS-123;STS-123;STS-124;STS-124;STS-124;STS-132;STS-132;STS-132;STS-132	11.77	8186519	21:12	
REITER, Thomas Arthur	DEU	Male	1958-05-23	204.71	17687040	51300	3	3	1995-09-03T09:00:23Z	0.006376	37		Soyuz TM-22;Soyuz TM-22;Soyuz TM-22;STS-121;STS-121;STS-121;STS-116;STS-116;STS-116;STS-116	179.07	142380672	14:15	
REMEK, Vladim&iacute;r 'Volodya'	TCH	Male	1948-09-26	7.93	685020	0	1	0	1978-03-02T15:28Z	0.000247	29		Soyuz 28;Soyuz 28;Soyuz 28;Soyuz 28	7.93	5514411	00:00	
RESNIK, Judith A.	USA	Female	1949-04-05	6.04	521765	0	2	0	1984-08-30T12:41:50Z	0.000188	35		STS-41-D;STS-41-D;STS-41-D;STS-51-L;STS-51-L;STS-51-L;STS-51-L	6.04	4200208	00:00	
REVIN, Sergei Nikolayevich 	RUS	Male	1966-01-12	124.99	10799557	0	1	0	2012-05-15T03:01:23Z	0.003893	46		Soyuz TMA-04M;Soyuz TMA-04M;Soyuz TMA-04M;Soyuz TMA-04M	124.99	86936433	00:00	
RICHARDS, Paul W.	USA	Male	1964-05-20	12.83	1108267	22860	1	1	2001-03-08T11:42Z	0.000400	36		STS-102;STS-102;STS-102;STS-102	12.83	8921549	06:21	
RICHARDS, Richard N.	USA	Male	1946-08-24	33.90	2928636	0	4	0	1989-08-08T12:37Z	0.001056	42		STS-28;STS-28;STS-28;STS-41;STS-41;STS-41;STS-50;STS-50;STS-50;STS-64;STS-64;STS-64;STS-64	13.81	23575519	00:00	
RIDE, Sally K.	USA	Female	1951-05-26	0.00	0	0	0	0		0.000000	0		STS-64	0.00	0	00:00	
ROBERTSON, Patricia Hilliard	USA	Male	1963-03-12	0.00	0	0	0	0		0.000000	0		STS-64	0.00	0	00:00	
ROBINSON, Stephen K.	USA	Male	1955-10-26	48.41	4182840	72300	4	1	1997-08-07T14:41Z	0.001508	41		STS-85;STS-85;STS-85;STS-95;STS-95;STS-95;STS-114;STS-114;STS-114;STS-130;STS-130;STS-130;STS-130	13.90	33671862	20:05	
ROMANENKO, Roman Yuriyevich 	RUS	Male	1971-08-09	333.46	28810951	23880	2	1	2009-05-27T10:34:53Z	0.010387	37		Soyuz TMA-15;Soyuz TMA-15;Soyuz TMA-15;Soyuz TMA-07M;Soyuz TMA-07M;Soyuz TMA-07M;Soyuz TMA-07M	187.86	231928155	06:38	
ROMANENKO, Yuri Viktorovich 	URS	Male	1944-08-01	7.86	679405	31680	5	3	1977-12-10T01:18:40Z	0.000245	33		Soyuz 26;Soyuz 26;Soyuz 26;Soyuz 27;Soyuz 27;Soyuz 27;Soyuz 38;Soyuz 38;Soyuz 38;Soyuz TM-2;Soyuz TM-2;Soyuz TM-2;Soyuz TM-3;Soyuz TM-3;Soyuz TM-3;Soyuz TM-3	7.86	5469210	08:48	
ROMANOV, Valeri Aleksandrovich 	URS	Male	1946-08-18	0.00	0	0	0	0		0.000000	0		Soyuz TM-3	0.00	0	00:00	
ROMINGER, Kent V.	USA	Male	1956-08-07	67.12	5799520	0	5	0	1995-10-20T13:53Z	0.002091	39		STS-73;STS-73;STS-73;STS-80;STS-80;STS-80;STS-85;STS-85;STS-85;STS-96;STS-96;STS-96;STS-100;STS-100;STS-100;STS-100	17.66	46686136	00:00	
ROOSA, Stuart A.	USA	Male	1933-08-16	9.00	777778	0	1	0	1971-01-31T21:03:02Z	0.000531	37		Apollo 14;Apollo 14;Apollo 14;Apollo 14	9.00	760000	00:00	
ROSSITTO, Franco	ITA	Male	1940-02-01	0.00	0	0	0	0		0.000000	0		Apollo 14	0.00	0	00:00	
ROSS, Jerry L.	USA	Male	1948-01-20	58.04	5014563	209880	7	1	1985-11-27T00:29Z	0.001808	37		STS-61-B;STS-61-B;STS-61-B;STS-27;STS-27;STS-27;STS-37;STS-37;STS-37;STS-55;STS-55;STS-55;STS-74;STS-74;STS-74;STS-88;STS-88;STS-88;STS-110;STS-110;STS-110;STS-110	11.80	40367232	58:18	
ROZHDESTVENSKY, Valeri Iliyich 	URS	Male	1939-02-13	2.00	173196	0	1	0	1976-10-14T17:39:18Z	0.000062	37		Soyuz 23;Soyuz 23;Soyuz 23;Soyuz 23	2.00	1394227	00:00	
RUBINS, Kathleen 'Kate'	USA	Male	1978-10-14	0.00	0	0	0	0		0.000000	0		Soyuz 23	0.00	0	00:00	
RUKAVISHNIKOV, Nikolai Nikolayevich 	URS	Male	1932-09-18	9.88	853897	0	3	0	1971-04-22T23:54:06Z	0.000308	38		Soyuz 10;Soyuz 10;Soyuz 10;Soyuz 16;Soyuz 16;Soyuz 16;Soyuz 33;Soyuz 33;Soyuz 33;Soyuz 33	5.93	6873870	00:00	
RUNCO, Mario, Jr.	USA	Male	1952-01-26	22.96	1984070	16080	3	1	1991-11-24T23:44Z	0.000715	39		STS-44;STS-44;STS-44;STS-54;STS-54;STS-54;STS-77;STS-77;STS-77;STS-77	10.03	15971763	04:28	
RYAZANSKY, Sergei Nikolayevich	RUS	Male	1974-11-13	166.27	14365570	72300	1	3	2013-09-25T20:58:50Z	0.005179	38		Soyuz TMA-10M;Soyuz TMA-10M;Soyuz TMA-10M;Soyuz TMA-10M	166.27	115642838	20:05	
RYUMIN, Valeri Viktorovich 	URS	Male	1939-08-16	120.04	10371799	4980	5	1	1977-10-09T02:40:35Z	0.003739	38		Soyuz 25;Soyuz 25;Soyuz 25;Soyuz 32;Soyuz 32;Soyuz 32;Soyuz 35;Soyuz 35;Soyuz 35;Soyuz 37;Soyuz 37;Soyuz 37;STS-91;STS-91;STS-91;STS-91	108.18	83492981	01:23	
RYZHIKOV, Sergei Nikolaevich	RUS	Male	1974-08-19	0.00	0	0	0	0		0.000000	0		STS-91	0.00	0	00:00	
SACCO, Albert, Jr.	USA	Male	1949-05-03	15.91	1374742	0	1	0	1995-10-20T13:53Z	0.000496	46		STS-73;STS-73;STS-73;STS-73	15.91	11066673	00:00	
SAINT-JACQUES, David	CAN	Male	1970-01-06	0.00	0	0	0	0		0.000000	0		STS-73	0.00	0	00:00	
SALEY, Yevgeni Vladimirovich 	URS	Male	1950-01-01	0.00	0	0	0	0		0.000000	0		STS-73	0.00	0	00:00	
SAMOKUTYAYEV, Aleksandr Mikhailovich	RUS	Male	1970-03-13	261.39	22583779	36060	2	2	2011-04-04T22:18:20Z	0.008142	41		Soyuz TMA-21;Soyuz TMA-21;Soyuz TMA-21;Soyuz TMA-14M;Soyuz TMA-14M;Soyuz TMA-14M;Soyuz TMA-14M	164.24	181799420	10:01	
SARAFANOV, Gennadi Vasiliyevich 	URS	Male	1942-01-01	2.01	173532	0	1	0	1974-08-26T19:58:05Z	0.000063	32		Soyuz 15;Soyuz 15;Soyuz 15;Soyuz 15	2.01	1396932	00:00	
SATCHER, Robert L., Jr.	USA	Male	1965-09-22	10.80	933374	44340	1	1	2009-11-16T19:28:09Z	0.000336	44		STS-129;STS-129;STS-129;STS-129	10.80	7513660	12:19	
SATTAROV, Nail Sharipovich 	URS	Male	1941-12-23	0.00	0	0	0	0		0.000000	0		STS-129	0.00	0	00:00	
SAVINYKH, Viktor Petrovich	URS	Male	1940-03-07	74.73	6457044	18000	5	1	1981-03-12T19:00:11Z	0.002328	41		Soyuz T-4;Soyuz T-4;Soyuz T-4;Soyuz T-13;Soyuz T-13;Soyuz T-13;Soyuz T-14;Soyuz T-14;Soyuz T-14;Soyuz TM-5;Soyuz TM-5;Soyuz TM-5;Soyuz TM-4;Soyuz TM-4;Soyuz TM-4;Soyuz TM-4	74.73	51979204	05:00	
SAVITSKAYA, Svetlana Yevgeniyena 	URS	Female	1948-08-08	11.80	1019677	12900	3	1	1982-08-19T17:11:52Z	0.000368	34		Soyuz T-7;Soyuz T-7;Soyuz T-7;Soyuz T-5;Soyuz T-5;Soyuz T-5;Soyuz T-12;Soyuz T-12;Soyuz T-12;Soyuz T-12	11.80	8208399	03:35	
SCHIRRA, Walter M.	USA	Male	1923-03-12	12.30	1062820	0	3	0	1962-10-03T12:15:12Z	0.000685	39		Mercury-Atlas 8;Mercury-Atlas 8;Mercury-Atlas 8;Gemini 6A;Gemini 6A;Gemini 6A;Apollo 7;Apollo 7;Apollo 7;Apollo 7	10.84	1776521	00:00	
SCHLEGEL, Hans Wilhelm	DEU	Male	1951-08-03	22.75	1965791	24300	2	1	1993-04-26T14:50Z	0.000709	41		STS-55;STS-55;STS-55;STS-122;STS-122;STS-122;STS-122	12.77	15824617	06:45	
SCHMITT, Harrison H.	USA	Male	1935-07-03	12.58	1086720	79440	1	1	1972-12-07T05:33Z	0.000743	37		Apollo 17;Apollo 17;Apollo 17;Apollo 17	12.58	760000	22:04	
SCHWEICKART, Russell L.	USA	Male	1935-10-25	10.04	867655	2760	1	1	1969-03-03T16:00Z	0.000593	33		Apollo 9;Apollo 9;Apollo 9;Apollo 9	10.04	760000	00:46	
SCOBEE, Francis Richard 'Dick'	USA	Male	1939-05-19	6.99	603608	0	2	0	1984-04-06T13:58Z	0.000218	44		STS-41-C;STS-41-C;STS-41-C;STS-51-L;STS-51-L;STS-51-L;STS-51-L	6.99	4859044	00:00	
SCOTT, David R.	USA	Male	1932-06-06	22.79	1968856	70500	3	1	1966-03-16T16:41:02Z	0.001333	33		Gemini 8;Gemini 8;Gemini 8;Apollo 9;Apollo 9;Apollo 9;Apollo 15;Apollo 15;Apollo 15;Apollo 15	12.30	1829820	19:35	
