Asteroid name,Reason for name,Category
(17984) Ahantonioli,"Alexandra Hope Antonioli (b. 1985) was awarded first place in the 2003 Intel International Science and Engineering Fair for her biochemistry project.  She attends the Butte High School, Butte, Montana, U.S.A.","education:person;"
(21435) Aharon,"Terri Aharon mentored a finalist in the 2005 Intel Science Talent Search, a science competition for high school seniors.  She teaches at the Hunter College High School, New York, New York.","education:person;"
(24761) Ahau,"Kinich Ahau was a Mayan sun god.  He was the patron god of the city Itzamal and supposedly visited the city at noon everyday.  He would descend as a macaw and consume prepared offerings.  Kinich Ahau is usually shown with jaguar-like features.","literature;"
(21400) Ahdout,"Zimra Payvand Ahdout (b. 1988) was awarded second place in the 2006 Intel International Science and Engineering Fair for her chemistry team project.  She attends the Roslyn High School, Roslyn Heights, New York, U.S.A.","education:person;"
(25638) Ahissar,"Shira Ahissar (b. 1991) was awarded second place in the 2009 Intel International Science and Engineering Fair for her behavioral and social sciences project.  She attends the Aharon Katzir High School, Rehovot, Israel.","education:person;"
(11305) Ahlqvist,"David Ahlqvist (1900-1988) was an artist, author, musician and for many years a leading personality in the cultural life on Gotland.","art:person;"
(16113) Ahmed,"Named in honor of Tahir Ahmed for achievement as a finalist in the 2002 Intel Science Talent Search, a science competition for high school seniors. Tahir is a student at the Midwood High School at Brooklyn College, Brooklyn, New York.","education:person;"
(15155) Ahn,"Named in honor of Ryan J. Ahn for achievement as a finalist in the 2001 Discovery Young Scientist Challenge (DYSC), a middle school science competition.  Ryan is a student at the Landisville Middle School, Landisville, Pennsylvania.","education:person;"
(3181) Ahnert,"",""
(2395) Aho,"",""
(950) Ahrensa,"",""
(2826) Ahti,"",""
(5908) Aichi,"Named for the prefecture, Japan's fourth largest by population, in which both discoverers were born and raised.  It is the main industrial prefecture.  In olden times it nurtured the Karakuri (intricate puppet). Nowadays the making of clocks and cars, as well as the robotic and aerospace industries, thrive there.","geographic:location;"
(861) Aida,"",""
(92097) Aidai,"Ehime University, whose nickname is Aidai, is one of the 87 national universities in Japan.  It was established in 1949 with the consolidation of four schools.  Since the foundation of the Research Center for Space and Cosmic Evolution in 2007, Aidai has promoted the study of astronomy and cosmology.","geographic:location;"
(978) Aidamina,"",""
(31192) Aigoual,"Mount Aigoual is the highest mountain of the Cevennes.","geographic:location;"
(1918) Aiguillon,"Named for the discovererâ€™s birthplace, a small town on the Garonne river.","geographic:location;"
(19913) Aigyptios,"Aigyptios was the father of Antiphos, who was a hero in Troy and companion of Odysseus.","literature;"
(26199) Aileenperry,"Aileen Perry mentored a finalist in the 2012 Intel Science Talent Search, a science competition for high-school seniors.  She teaches at the Gretchen Whitney High School, Cerritos, California.","education:person;"
(28950) Ailisdooner,"Ailis Clare Dooner (b. 1996) was awarded second place in the 2013 Intel International Science and Engineering Fair for her biochemistry project.  She attends the Carmel High School, Carmel, California, U.S.A.","education:person;"
(280652) Aimaku,"AIMAKU is the Italian association for sufferers of the genetic disease alkaptonuria.  By means of study and research, AIMAKU aims to unite all the people suffering from this serious debilitating illness.","other:group;"
(24032) Aimeemcarthy,"Aimee McCarthy mentored a finalist in the 2007 Discovery Channel Young Scientist Challenge (DCYSC), a middle school science competition. She teaches at the Episcopal High School, Jacksonville, Florida.","education:person;"
(10853) Aimoto,"Minoru Aimoto (b. 1965), a senior researcher at Saji Observatory, is in charge of astronomical exhibitions and astronomical lectures for visitors to the observatory.  His other pursuits include mainly photography of deep space, comets, etc., using a 1.03-m telescope and a wide-field telescope.","science:person;"
(4585) Ainonai,"",""
(11104) Airion,"Evelyn Airion Enyart (b. 1952) teaches seminars in healing techniques. She was born in Louisiana, raised in Guatemala and educated at the University of New Mexico, receiving degrees in both Communications and Sign Language. She presents workshops around the world, writes books and produces videos on healing techniques.","other:person;"
(17314) Aisakos,"Aisakos, a son of Priam from his first marriage, was a seer, as had also been his maternal grandfather, Merops.  Aisakos said that Hecuba's future son would bring disaster to Troy.","literature;"
(3584) Aisha,"",""
(28484) Aishwarya,"Aishwarya Ananda Vardhana (b. 1994) was awarded second place in the 2011 Intel International Science and Engineering Fair for her mathematical sciences project.  She attends the Jesuit High School, Portland, Oregon, U.S.A.","education:person;"
(1568) Aisleen,"",""
(28317) Aislinndeely,"Aislinn Deely (b. 1993) was awarded second place in the 2011 Intel International Science and Engineering Fair for her earth and planetary science project.  She attends the Francis Lewis High School, Fresh Meadows, New York, U.S.A.","education:person;"
(231666) Aisymnos,"Aisymnos was a ruler of the Danaans, a Greek soldier who was killed by Hektor.  This Trojan was detected on scans of the original Palomar-Leiden plates taken by T. Gehrels.","literature;"
(3070) Aitken,"",""
(3787) Aivazovskij,"",""
(83598) Aiweiwei,"Ai Weiwei (b. 1957) is a Chinese artist and architectural designer. His most famous design was the Beijing National Stadium, more commonly called the Bird's Nest, the main stadium of the 2008 Olympic Games in Beijing.","art:person;"
(5458) Aizman,"",""
(14701) Aizu,"Aizu is the westernmost third of Fukushima prefecture, Japan. The Nisshin-kan school of samurai was established there during the Edo period. The University of Aizu, which has participated in space missions such as Hayabusa and Kaguya, was founded in 1993.","geographic:location;"
(14820) Aizuyaichi,"Aizu Yaichi (1881-1956) was a student of Japanese classical literature and a poet of Japanese 31-syllable poems. He greatly admired the poet Ryokan.","literature:person;"
(1404) Ajax,"",""
(30055) Ajaysaini,"Ajay Saini (b. 1996) is a finalist in the 2014 Intel Science Talent Search, a science competition for high school seniors, for his behavioral and social sciences project.  He attends the Acton-Boxborough Regional High School, Acton, Massachusetts.","education:person;"
(19564) Ajburnetti,"Anthony James Burnetti (b. 1989) is a finalist in the 2003 Discovery Channel Young Scientist Challenge, a middle school science competition, for his biochemistry, medicine, health and microbiology project. He attends the Takoma Park Middle School, Silver Spring, Maryland.","education:person;"
(8046) Ajiki,"Osamu Ajiki (b. 1965), an amateur astronomer and computer programmer, contributed to the popularization of astronomy by developing a wide variety of astronomical software that is regularly used by astronomers around the world.","computing:person;"
(26544) Ajjarapu,"Avanthi Sai Ajjarapu (b. 1993) was awarded second place in the 2010 Intel International Science and Engineering Fair for her energy-and-transportation project.  She attends the Ames High School, Ames, Iowa, U.S.A.","education:person;"
(249302) Ajoie,"Ajoie is the name of a region in the North of Swiss Jura.  The main city in Ajoie is Porrentruy.","geographic:location;"
(22619) Ajscheetz,"A. J. Scheetz mentored a finalist in the 2006 Intel Science Talent Search (STS), a science competition for high school seniors.  He teaches at the Staples High School, Westport, Connecticut.","education:person;"
(175562) Ajsingh,"Amanjot Singh (b. 1988) was an undergraduate student in the Pre-Major in Astronomy Program program at the University of Washington, where he conducted research into discovering asteroids using data from the Sloan Digital Sky Survey.","education:person;"
(16999) Ajstewart,"Andrew James Stewart (b. 1987) was awarded fourth place in the 2003 Intel International Science and Engineering Fair for his environmental science project.  He attends the Karabar Distance Education Centre, Queanbeyan, NSW, Australia.","education:person;"
(6422) Akagi,"Mt. Akagi, 1828 m above sea level, is a large stratovolcano in the mid-eastern part of Gunma prefecture. The celebrated mountain has many peaks, two atrio lakes, a high moor, and three marshes. It is one of the Three Jomo Mountains.","geographic:location;"
(53157) Akaishidake,"A mountain in the northern part of Shizuoka in Japan, Akaishidake is 3120 meters high.","geographic:location;"
(4584) Akan,"",""
(28832) Akana,"Reid Toshio Kealii Akana (b. 1996) was awarded second place in the 2013 Intel International Science and Engineering Fair for his plant sciences project.  He attends the Kamehameha Schools Kapalama High School, Honolulu, Hawaii, U.S.A.","education:person;"
(5741) Akanemaruta,"Akane Maruta (1988-1998) was a girl who loved stars.  She was killed in an accident caused by a drunk driver.  The Akane Astronomical Observatory was built in her memory.  A public concert is held there every May to honor her around the time of her birthday.  The name was suggested by N. Matsumoto.","other:person;"
(19197) Akasaki,"Yuka Akasaki (b. 1960) has been a coach at a swimming school in Nankoku city for more than 20 years and has coached many excellent swimmers.  She herself competes in Japanese Masters' swimming competitions.","sport:person;"
(7418) Akasegawa,"Genpei Akasegawa (b. 1937) is a famous novelist in Japan and also an astronomy fan.  His work contributes to the spread of amateur astronomy.","literature:person;"
